Id,DropRewardId,PickOrder,~GroupKey,~boxname,~itemname,~grade,Goods,Weight,~WorthRate,~averageWorth
10682,122200,2,,,성화의 잔재,Elite,Equipment:23072:1,313,88,
10683,122200,2,,,이계의 흔적,Elite,Equipment:23082:1,313,92,
10684,122200,2,,,철극의 반지,Elite,Equipment:20041:1,312,98,
10685,122200,2,,,격동의 반지,Elite,Equipment:20062:1,312,95,
10686,122200,2,,,순은 목걸이,Epic,Item:8046:1,500,382,
10687,122200,2,,,금단의 성서편,Elite,Item:7030:1,312,59,
10688,122200,2,,,아카나 프리즘,Rare,Item:7321:1,1000,47,
10689,122200,2,,,이계의 진정제 앰풀,Elite,Item:2021:1,312,12,
10690,122200,2,,,몽환(HP),Rare,Item:2036:1,1000,42,
10691,122200,2,,,심연 침전물,Rare,Item:7025:1,1000,49,
10692,122200,2,,,은제 침편,Rare,Item:7009:1,1000,45,
10693,122200,2,,,장식 구슬,Epic,Item:7010:1,500,122,
10694,122201,0,,소울콜렉터 보스 - 퀘템 보상,소울 콜렉터의 낫,None,Item:300014:1,1000,1,
10695,122202,0,,소울콜렉터 보스 - 섭퀘템 보상,녹슨 워크맨,None,Item:300004:1,1000,1,
10696,122300,0,,빅맨 엘리트,이계의 주화,Rare,Item:10001:1,1500,1,70
10697,122300,0,,,강화 금속괴,Rare,Item:7311:1,1500,72,
10698,122300,0,,,톱니 바퀴 조각,Elite,Item:7034:1,500,90,
10699,122300,0,,,금단의 성서편,Elite,Item:7030:1,500,96,
10700,122300,0,,,왜곡된 수정구,Elite,Item:7035:1,500,97,
10701,122300,0,,,천 주머니,Elite,Item:8003:1,500,78,
10702,122300,0,,,고급 손목시계,Elite,Item:8040:1,500,102,
10703,122300,1,,,철의 망치,Elite,Equipment:23112:1,250,67,
10704,122300,1,,,인내의 브로치,Elite,Equipment:24053:1,250,71,
10705,122300,1,,,인페르노 브레이커,Elite,Equipment:1208:1,250,78,
10706,122300,1,,,스펙터 샷건,Elite,Equipment:1205:1,250,82,
10707,122300,1,,,고급 손목시계,Elite,Item:8040:1,250,51,
10708,122300,1,,,신성의 파편,Elite,Item:7028:1,250,46,
10709,122300,1,,,금속 고리,Rare,Item:7003:1,1500,60,
10710,122300,1,,,부품 더미,Rare,Item:7101:1,1500,68,
10711,122300,1,,,철분 강화 시리얼,Elite,Item:4004:1,250,8,
10712,122300,1,,,상품 카탈로그 시즌2,Elite,Item:8008:1,250,42,
10713,122300,1,,,짐승의 이빨,Elite,Item:7029:1,250,43,
10714,122300,1,,,회복 카트리지,Elite,Item:2014:1,250,9,
10715,122300,1,,,장식 구슬,Epic,Item:7010:1,1000,245,
10716,122301,0,,타운 미니 보스 (빅맨 엘리트) - 퀘템 그룹,말라붙은 적갈색 잉크병,None,Item:301001:1,1000,1,
10717,122302,0,,타운 미니 보스 (빅맨 엘리트) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10718,122303,0,,타운 미니 보스 (빅맨 엘리트) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10719,122400,0,,야마이누 엘리트 물안경,이계의 주화,Rare,Item:10001:1,1500,1,98
10720,122400,0,,,이슬 조각,Rare,Item:7221:1,1500,65,
10721,122400,0,,,짐승의 이빨,Elite,Item:7029:1,2500,435,
10722,122400,1,,,아쿠아 런처,Elite,Equipment:1211:1,417,120,
10723,122400,1,,,습윤검,Elite,Equipment:1011:1,417,122,
10724,122400,1,,,타이드 오브 위스퍼,Epic,Equipment:1112:1,334,405,
10725,122400,1,,,창해 노리개,Elite,Equipment:25022:1,417,115,
10726,122400,1,,,개척자의 씨앗,Elite,Equipment:23102:1,417,120,
10727,122400,1,,,복수의 송곳니,Elite,Equipment:23092:1,416,114,
10728,122400,1,,,유리 물병 세트,Rare,Item:8035:1,1500,136,
10729,122400,1,,,플라스틱 머그컵,Normal,Item:8024:1,600,24,
10730,122400,1,,,빈 병,Normal,Item:3003:1,600,2,
10731,122400,1,,,실끈 조각,Rare,Item:7006:1,1500,63,
10732,122400,1,,,3배 카페인 껌,Rare,Item:4002:1,1000,9,
10733,122400,1,,,회복 드링크,Normal,Item:2001:1,600,1,
10734,122400,1,,,플라스틱 머리빗,Normal,Item:8030:1,600,24,
10735,122400,1,,,보급형 이어폰,Normal,Item:8025:1,600,24,
10736,122400,1,,,진정초,Normal,Item:3009:1,600,6,
10737,122400,1,,,빙결 파편,Epic,Item:7223:1,333,95,
10738,122400,1,,,파도 수정,Epic,Item:7222:1,333,92,
10739,122401,0,,타운 미니 보스 (야마이누 물안경) - 퀘템 그룹,거대한 들개 송곳니,None,Item:301004:1,1000,1,
10740,122402,0,,타운 미니 보스 (야마이누 물안경) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10741,122403,0,,타운 미니 보스 (야마이누 물안경) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10742,122500,0,,야마이누 엘리트 점박이,이계의 주화,Rare,Item:10001:1,1500,1,82
10743,122500,0,,,짐승의 이빨,Elite,Item:7029:1,2500,435,
10744,122500,0,,,응축 잔류물,Rare,Item:7024:1,1500,72,
10745,122500,1,,,스펙터 샷건,Elite,Equipment:1205:1,417,137,
10746,122500,1,,,경합금도,Elite,Equipment:1005:1,417,118,
10747,122500,1,,,질주의 귀걸이,Elite,Equipment:22013:1,417,127,
10748,122500,1,,,사냥꾼의 서약,Elite,Equipment:23062:1,417,112,
10749,122500,1,,,복수의 송곳니,Elite,Equipment:23092:1,416,114,
10750,122500,1,,,고급 손목시계,Elite,Item:8040:1,416,84,
10751,122500,1,,,가죽 키링,Rare,Item:8036:1,750,70,
10752,122500,1,,,상품 카탈로그 시즌1,Rare,Item:8007:1,750,30,
10753,122500,1,,,정체불명의 고기 패티,Rare,Item:4001:1,750,7,
10754,122500,1,,,빈 파우치,Normal,Item:3000:1,1500,6,
10755,122500,1,,,독 주머니,Rare,Item:3011:1,750,36,
10756,122500,1,,,금속 고리,Rare,Item:7003:1,800,32,
10757,122500,1,,,가솔린 통,Rare,Item:3006:1,800,36,
10758,122500,1,,,붕대,None,Item:2000:1,1000,0,
10759,122500,1,,,보조 충전 케이블,Normal,Item:8031:1,1500,65,
10760,122501,0,,타운 미니 보스 (야마이누 점박이) - 퀘템 그룹,거대한 들개 송곳니,None,Item:301004:1,1000,1,
10761,122502,0,,타운 미니 보스 (야마이누 점박이) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10762,122503,0,,타운 미니 보스 (야마이누 점박이) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10763,122600,0,,좀비 엘리트 도끼 간호사,이계의 주화,Rare,Item:10001:1,1500,1,83
10764,122600,0,,,독 주머니,Rare,Item:3011:1,1500,72,
10765,122600,0,,,증오의 단도,Elite,Item:7032:1,2500,457,
10766,122600,1,,,열단도,Elite,Equipment:1008:1,500,153,
10767,122600,1,,,스펙터 샷건,Elite,Equipment:1205:1,500,165,
10768,122600,1,,,단혈 노리개,Elite,Equipment:25052:1,500,141,
10769,122600,1,,,적혈의 반지,Elite,Equipment:20013:1,500,138,
10770,122600,1,,,유리 물병 세트,Rare,Item:8035:1,1000,91,
10771,122600,1,,,빈 앰풀,Normal,Item:3001:1,750,2,
10772,122600,1,,,회복 카트리지,Elite,Item:2014:1,500,18,
10773,122600,1,,,진정제 앰풀,Normal,Item:2002:1,750,2,
10774,122600,1,,,약초,Normal,Item:3008:1,750,7,
10775,122600,1,,,진정초,Normal,Item:3009:1,750,8,
10776,122600,1,,,실끈 조각,Rare,Item:7006:1,1000,42,
10777,122600,1,,,플라스틱 머리빗,Normal,Item:8030:1,800,32,
10778,122600,1,,,메탈 볼펜,Rare,Item:8034:1,1000,95,
10779,122600,1,,,붕대,None,Item:2000:1,1000,0,
10780,122601,0,,타운 미니 보스 (좀비 간호사) - 퀘템 그룹1,좀비 손가락,None,Item:301005:1,1000,1,
10781,122602,0,,타운 미니 보스 (좀비 간호사) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10782,122603,0,,타운 미니 보스 (좀비 간호사) - 퀘템 그룹2,사이코패스 교화법,None,Item:300003:1,1000,1,
10783,122604,0,,타운 미니 보스 (좀비 간호사) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10784,122700,0,,좀비 엘리트 금발 수영복,이계의 주화,Rare,Item:10001:1,1000,1,62
10785,122700,0,,,이슬 조각,Rare,Item:7221:1,1000,43,
10786,122700,0,,,실끈 조각,Rare,Item:7006:1,1000,42,
10787,122700,1,,,아쿠아 런처,Elite,Equipment:1211:1,358,103,
10788,122700,1,,,습윤검,Elite,Equipment:1011:1,357,104,
10789,122700,1,,,창해 노리개,Elite,Equipment:25022:1,357,98,
10790,122700,1,,,풍요의 목걸이,Elite,Equipment:21041:1,357,117,
10791,122700,1,,,재생의 목걸이,Elite,Equipment:21031:1,357,115,
10792,122700,1,,,세공 라이터,Elite,Item:8043:1,357,67,
10793,122700,1,,,3배 카페인 껌,Rare,Item:4002:1,1500,14,
10794,122700,1,,,플라스틱 머그컵,Normal,Item:8024:1,1000,40,
10795,122700,1,,,회복 드링크,Normal,Item:2001:1,1000,3,
10796,122700,1,,,고급 손목시계,Elite,Item:8040:1,357,72,
10797,122700,1,,,보급형 이어폰,Normal,Item:8025:1,1000,41,
10798,122700,1,,,상품 카탈로그 시즌1,Rare,Item:8007:1,1500,60,
10799,122700,1,,,광고 전단지,Epic,Item:8020:1,334,74,
10800,122700,1,,,붕대,None,Item:2000:1,1000,0,
10801,122700,1,,,빙결 파편,Epic,Item:7223:1,333,95,
10802,122700,1,,,파도 수정,Epic,Item:7222:1,333,92,
10803,122701,0,,타운 미니 보스 (좀비 금발 수영복) - 퀘템 그룹1,좀비 손가락,None,Item:301005:1,1000,1,
10804,122702,0,,타운 미니 보스 (좀비 금발 수영복) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10805,122703,0,,타운 미니 보스 (좀비 금발 수영복) - 퀘템 그룹2,사이코패스 교화법,None,Item:300003:1,1000,1,
10806,122704,0,,타운 미니 보스 (좀비 금발 수영복) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10807,122800,0,,좀비 엘리트 안경,이계의 주화,Rare,Item:10001:1,1500,1,59
10808,122800,0,,,회로 모듈,Rare,Item:7018:1,500,23,
10809,122800,0,,,독 주머니,Rare,Item:3011:1,500,24,
10810,122800,0,,,은제 침편,Rare,Item:7009:1,500,22,
10811,122800,0,,,매듭끈,Rare,Item:7021:1,500,20,
10812,122800,0,,,안티키테라 보고서 vol.1,Rare,Item:8011:1,500,23,
10813,122800,0,,,보석 세팅편,Epic,Item:7004:1,200,50,
10814,122800,0,,,에테르 용액,Epic,Item:7002:1,200,48,
10815,122800,0,,,상징 조각,Epic,Item:7016:1,200,52,
10816,122800,0,,,이차원 연산핵,Epic,Item:7322:1,200,56,
10817,122800,0,,,상품 카탈로그 시즌3,Epic,Item:8009:1,200,50,
10818,122800,1,,,뇌전 수정,Epic,Item:7233:1,334,95,
10819,122800,1,,,루멘 패드,Elite,Equipment:1105:1,417,135,
10820,122800,1,,,게일 패널,Elite,Equipment:1114:1,417,128,
10821,122800,1,,,플러리 워치,Elite,Equipment:26071:1,417,125,
10822,122800,1,,,금장 카드지갑,Elite,Item:8042:1,417,81,
10823,122800,1,,,안티키테라 보고서 vol.2,Elite,Item:8012:1,416,76,
10824,122800,1,,,은장 만년필,Elite,Item:8039:1,416,77,
10825,122800,1,,,LD-10,Rare,Item:8014:1,1500,72,
10826,122800,1,,,스테이플러 세트,Normal,Item:8026:1,750,32,
10827,122800,1,,,보조 충전 케이블,Normal,Item:8031:1,750,32,
10828,122800,1,,,메모패드,Normal,Item:8028:1,750,31,
10829,122800,1,,,자기 계발서,Epic,Item:8022:1,333,109,
10830,122800,1,,,휴대용 배터리,Epic,Item:8017:1,333,76,
10831,122800,1,,,다 쓴 배터리,Normal,Item:3002:1,750,3,
10832,122800,1,,,메탈 볼펜,Rare,Item:8034:1,1500,142,
10833,122800,1,,,보급형 전자계산기,Normal,Item:8029:1,600,26,
10834,122801,0,,타운 미니 보스 (좀비 안경) - 퀘템 그룹1,좀비 안구,None,Item:301006:1,1000,1,
10835,122802,0,,타운 미니 보스 (좀비 안경) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10836,122803,0,,타운 미니 보스 (좀비 안경) - 퀘템 그룹2,사이코패스 교화법,None,Item:300003:1,1000,1,
10837,122804,0,,타운 미니 보스 (좀비 안경) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10838,122900,0,,좀비 엘리트 요리사,이계의 주화,Rare,Item:10001:1,1000,1,66
10839,122900,0,,,불씨 조각,Rare,Item:7211:1,1000,43,
10840,122900,0,,,가솔린 통,Rare,Item:3006:1,1000,45,
10841,122900,1,,,열단도,Elite,Equipment:1008:1,358,109,
10842,122900,1,,,인페르노 터치,Elite,Equipment:1108:1,357,108,
10843,122900,1,,,풍요의 목걸이,Elite,Equipment:21041:1,357,117,
10844,122900,1,,,철의 망치,Elite,Equipment:23112:1,357,96,
10845,122900,1,,,정체불명의 고기 패티,Rare,Item:4001:1,1000,9,
10846,122900,1,,,와사비 폭탄 과자,Elite,Item:4006:1,357,11,
10847,122900,1,,,세공 라이터,Elite,Item:8043:1,357,67,
10848,122900,1,,,철분 강화 시리얼,Elite,Item:4004:1,357,12,
10849,122900,1,,,독 주머니,Rare,Item:3011:1,1000,48,
10850,122900,1,,,짐승의 이빨,Elite,Item:7029:1,500,87,
10851,122900,1,,,플라스틱 머그컵,Normal,Item:8024:1,1500,60,
10852,122900,1,,,빈 병,Normal,Item:3003:1,1500,5,
10853,122900,1,,,금속 고리,Rare,Item:7003:1,1000,40,
10854,122900,1,,,질풍 파편,Epic,Item:7232:1,1000,278,
10855,122901,0,,타운 미니 보스 (좀비 요리사) - 퀘템 그룹1,좀비 안구,None,Item:301006:1,1000,1,
10856,122902,0,,타운 미니 보스 (좀비 요리사) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10857,122903,0,,타운 미니 보스 (좀비 요리사) - 퀘템 그룹2,사이코패스 교화법,None,Item:300003:1,1000,1,
10858,122904,0,,타운 미니 보스 (좀비 요리사) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10859,123000,0,,경찰 좀비 엘리트 군인,이계의 주화,Rare,Item:10001:1,1500,1,51
10860,123000,0,,,강철 약실,Rare,Item:7331:1,1500,72,
10861,123000,0,,,화약 가루,Normal,Item:3010:1,3000,38,
10862,123000,1,,,스펙터 샷건,Elite,Equipment:1205:1,625,206,
10863,123000,1,,,군용 펌프샷건,Rare,Equipment:1203:1,429,34,
10864,123000,1,,,사냥꾼의 서약,Elite,Equipment:23062:1,625,168,
10865,123000,1,,,실드 워치,Rare,Equipment:26081:1,429,32,
10866,123000,1,,,섬광류탄,Rare,Item:2025:1,429,4,
10867,123000,1,,,압정 폭탄,Rare,Item:2026:1,429,4,
10868,123000,1,,,세공 라이터,Elite,Item:8043:1,625,118,
10869,123000,1,,,강화 플라스틱 케이스,Rare,Item:8037:1,428,40,
10870,123000,1,,,LD-10,Rare,Item:8014:1,428,20,
10871,123000,1,,,진정제 앰풀,Normal,Item:2002:1,1500,4,
10872,123000,1,,,손목 시계,Normal,Item:8027:1,1500,67,
10873,123000,1,,,안티키테라 보고서 vol.1,Rare,Item:8011:1,428,19,
10874,123000,1,,,부품 더미,Rare,Item:7101:1,800,36,
10875,123000,1,,,금속 띠편,Rare,Item:7012:1,800,34,
10876,123000,1,,,회복 카트리지,Elite,Item:2014:1,625,23,
10877,123001,0,,타운 미니 보스 (좀비 군인) - 퀘템 그룹1,빨간마스크 사진,None,Item:301007:1,1000,1,
10878,123002,0,,타운 미니 보스 (좀비 군인) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10879,123003,0,,타운 미니 보스 (좀비 군인) - 퀘템 그룹2,사이코패스 교화법,None,Item:300003:1,1000,1,
10880,123004,0,,타운 미니 보스 (좀비 군인) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10881,123100,0,,경찰 좀비 엘리트 소방관,이계의 주화,Rare,Item:10001:1,1000,1,70
10882,123100,0,,,불씨 조각,Rare,Item:7211:1,1000,43,
10883,123100,0,,,금속 고리,Rare,Item:7003:1,1000,40,
10884,123100,1,,,아쿠아 런처,Elite,Equipment:1211:1,358,103,
10885,123100,1,,,인페르노 브레이커,Elite,Equipment:1208:1,357,111,
10886,123100,1,,,인내의 브로치,Elite,Equipment:24053:1,357,101,
10887,123100,1,,,철의 망치,Elite,Equipment:23112:1,357,96,
10888,123100,1,,,철극의 반지,Elite,Equipment:20041:1,357,112,
10889,123100,1,,,납동이 도넛,Elite,Item:4009:1,357,12,
10890,123100,1,,,세공 라이터,Elite,Item:8043:1,357,67,
10891,123100,1,,,손목 시계,Normal,Item:8027:1,1500,67,
10892,123100,1,,,유리 물병 세트,Rare,Item:8035:1,1000,91,
10893,123100,1,,,붕대,None,Item:2000:1,1000,0,
10894,123100,1,,,가솔린 통,Rare,Item:3006:1,1000,45,
10895,123100,1,,,보조 충전 케이블,Normal,Item:8031:1,1500,65,
10896,123100,1,,,강철 약실,Rare,Item:7331:1,1000,48,
10897,123100,1,,,장식 구슬,Epic,Item:7010:1,500,122,
10898,123100,1,,,질풍 파편,Epic,Item:7232:1,500,139,
10899,123101,0,,타운 미니 보스 (좀비 소방관) - 퀘템 그룹1,빨간마스크 사진,None,Item:301007:1,1000,1,
10900,123102,0,,타운 미니 보스 (좀비 소방관) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10901,123103,0,,타운 미니 보스 (좀비 소방관) - 퀘템 그룹2,사이코패스 교화법,None,Item:300003:1,1000,1,
10902,123104,0,,타운 미니 보스 (좀비 소방관) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10903,123200,0,,인형탈 엘리트 핑크,이계의 주화,Rare,Item:10001:1,1000,1,61
10904,123200,0,,,실끈 조각,Rare,Item:7006:1,1000,42,
10905,123200,0,,,매듭끈,Rare,Item:7021:1,1000,41,
10906,123200,1,,,인페르노 터치,Elite,Equipment:1108:1,313,94,
10907,123200,1,,,게일 패널,Elite,Equipment:1114:1,313,96,
10908,123200,1,,,홍련 노리개,Elite,Equipment:25012:1,313,86,
10909,123200,1,,,질주의 귀걸이,Elite,Equipment:22013:1,313,95,
10910,123200,1,,,활력의 목걸이,Elite,Equipment:21023:1,312,88,
10911,123200,1,,,상품 카탈로그 시즌2,Elite,Item:8008:1,312,53,
10912,123200,1,,,와사비 폭탄 과자,Elite,Item:4006:1,312,10,
10913,123200,1,,,대용량 실리카 젤리,Elite,Item:4008:1,312,10,
10914,123200,1,,,광고 전단지,Epic,Item:8020:1,334,74,
10915,123200,1,,,가죽 키링,Rare,Item:8036:1,1000,94,
10916,123200,1,,,플라스틱 머그컵,Normal,Item:8024:1,1500,60,
10917,123200,1,,,플라스틱 머리빗,Normal,Item:8030:1,1500,60,
10918,123200,1,,,금속 고리,Rare,Item:7003:1,1000,40,
10919,123200,1,,,은제 침편,Rare,Item:7009:1,1000,45,
10920,123200,1,,,장식 구슬,Epic,Item:7010:1,333,81,
10921,123200,1,,,질풍 파편,Epic,Item:7232:1,333,92,
10922,123201,0,,타운 미니 보스 (인형탈 핑크) - 퀘템 그룹,빨간마스크 사진,None,Item:301007:1,1000,1,
10923,123202,0,,타운 미니 보스 (인형탈 핑크) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10924,123203,0,,타운 미니 보스 (인형탈 핑크) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10925,123300,0,,인형탈 엘리트 레드 고양이,이계의 주화,Rare,Item:10001:1,1500,1,81
10926,123300,0,,,매듭끈,Rare,Item:7021:1,1500,62,
10927,123300,0,,,짐승의 이빨,Elite,Item:7029:1,2500,435,
10928,123300,1,,,인페르노 브레이커,Elite,Equipment:1208:1,358,111,
10929,123300,1,,,열단도,Elite,Equipment:1008:1,357,109,
10930,123300,1,,,적혈의 반지,Elite,Equipment:20013:1,357,98,
10931,123300,1,,,복수의 송곳니,Elite,Equipment:23092:1,357,98,
10932,123300,1,,,시간왜곡의 팔찌,Elite,Equipment:23011:1,357,112,
10933,123300,1,,,대용량 실리카 젤리,Elite,Item:4008:1,357,12,
10934,123300,1,,,정체불명의 고기 패티,Rare,Item:4001:1,750,7,
10935,123300,1,,,세공 라이터,Elite,Item:8043:1,357,67,
10936,123300,1,,,스테이플러 세트,Normal,Item:8026:1,1500,64,
10937,123300,1,,,실끈 조각,Rare,Item:7006:1,750,31,
10938,123300,1,,,불씨 조각,Rare,Item:7211:1,750,32,
10939,123300,1,,,빈 파우치,Normal,Item:3000:1,1500,6,
10940,123300,1,,,붕대,None,Item:2000:1,1000,0,
10941,123300,1,,,은제 침편,Rare,Item:7009:1,750,33,
10942,123300,1,,,장식 구슬,Epic,Item:7010:1,500,122,
10943,123300,1,,,질풍 파편,Epic,Item:7232:1,500,139,
10944,123301,0,,타운 미니 보스 (인형탈 레드고양이) - 퀘템 그룹,빨간마스크 사진,None,Item:301007:1,1000,1,
10945,123302,0,,타운 미니 보스 (인형탈 레드고양이) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10946,123303,0,,타운 미니 보스 (인형탈 레드고양이) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10947,123400,0,,평사도 엘리트 크리스마스,이계의 주화,Rare,Item:10001:1,1500,1,120
10948,123400,0,,,이슬 조각,Rare,Item:7221:1,1500,65,
10949,123400,0,,,신성의 파편,Elite,Item:7028:1,2500,465,
10950,123400,1,,,아쿠아 런처,Elite,Equipment:1211:1,500,144,
10951,123400,1,,,타이드 오브 위스퍼,Epic,Equipment:1112:1,334,405,
10952,123400,1,,,성화의 잔재,Elite,Equipment:23072:1,500,141,
10953,123400,1,,,활력의 목걸이,Elite,Equipment:21023:1,500,142,
10954,123400,1,,,상품 카탈로그 시즌2,Elite,Item:8008:1,500,85,
10955,123400,1,,,순은 목걸이,Epic,Item:8046:1,333,254,
10956,123400,1,,,유리 물병 세트,Rare,Item:8035:1,600,54,
10957,123400,1,,,광고 전단지,Epic,Item:8020:1,333,74,
10958,123400,1,,,대형 회복 드링크,Rare,Item:2013:1,600,6,
10959,123400,1,,,이계의 회복 드링크,Elite,Item:2020:1,500,20,
10960,123400,1,,,매듭끈,Rare,Item:7021:1,600,24,
10961,123400,1,,,보석 파편,Rare,Item:7001:1,600,26,
10962,123400,1,,,은제 침편,Rare,Item:7009:1,600,27,
10963,123401,0,,타운 미니 보스 (평사도 크리스마스) - 퀘템 그룹,이상한 상징,None,Item:301008:1,1000,1,
10964,123402,0,,타운 미니 보스 (평사도 크리스마스) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10965,123403,0,,타운 미니 보스 (평사도 크리스마스) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10966,123500,0,,평사도 엘리트 도끼머리,이계의 주화,Rare,Item:10001:1,3000,3,70
10967,123500,0,,,증오의 단도,Elite,Item:7032:1,1250,228,
10968,123500,0,,,금단의 성서편,Elite,Item:7030:1,1250,240,
10969,123500,1,,,경합금도,Elite,Equipment:1005:1,500,142,
10970,123500,1,,,군용 펌프샷건,Rare,Equipment:1203:1,500,40,
10971,123500,1,,,철극의 반지,Elite,Equipment:20041:1,500,157,
10972,123500,1,,,적혈의 반지,Elite,Equipment:20013:1,500,138,
10973,123500,1,,,이계의 진정제 앰풀,Elite,Item:2021:1,500,19,
10974,123500,1,,,안티키테라 보고서 vol.2,Elite,Item:8012:1,500,91,
10975,123500,1,,,진정초,Normal,Item:3009:1,1500,16,
10976,123500,1,,,매듭끈,Rare,Item:7021:1,500,20,
10977,123500,1,,,붕대,None,Item:2000:1,1000,0,
10978,123500,1,,,독 주머니,Rare,Item:3011:1,500,24,
10979,123500,1,,,금고 열쇠,Rare,Item:9012:1,500,15,
10980,123500,1,,,메탈 볼펜,Rare,Item:8034:1,500,47,
10981,123500,1,,,진정제 앰풀,Normal,Item:2002:1,1500,4,
10982,123500,1,,,은제 침편,Rare,Item:7009:1,500,22,
10983,123501,0,,타운 미니 보스 (평사도 도끼머리) - 퀘템 그룹,이상한 상징,None,Item:301008:1,1000,1,
10984,123502,0,,타운 미니 보스 (평사도 도끼머리) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
10985,123503,0,,타운 미니 보스 (평사도 도끼머리) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
10986,123600,0,,사도 엘리트 블랙,이계의 주화,Rare,Item:10001:1,3000,3,114
10987,123600,0,,,허무의 결정,Epic,Item:7027:1,1000,290,
10988,123600,0,,,봉인의 인장,Elite,Item:7031:1,2500,472,
10989,123600,1,,,스펙터 샷건,Elite,Equipment:1205:1,625,206,
10990,123600,1,,,강합금도,Epic,Equipment:1006:1,200,252,
10991,123600,1,,,정적의 반지,Elite,Equipment:20052:1,625,180,
10992,123600,1,,,이계의 흔적,Elite,Equipment:23082:1,625,183,
10993,123600,1,,,순은 목걸이,Epic,Item:8046:1,200,153,
10994,123600,1,,,자기 계발서,Epic,Item:8022:1,200,66,
10995,123600,1,,,금고 열쇠,Rare,Item:9012:1,600,18,
10996,123600,1,,,LD-10,Rare,Item:8014:1,600,28,
10997,123600,1,,,은장 만년필,Elite,Item:8039:1,625,116,
10998,123600,1,,,몽환(스트레스),Rare,Item:2038:1,600,24,
10999,123600,1,,,위상 잔재,Epic,Item:7026:1,200,56,
11000,123600,1,,,다 쓴 배터리,Normal,Item:3002:1,1500,6,
11001,123600,1,,,진정초,Normal,Item:3009:1,1500,16,
11002,123600,1,,,심연 침전물,Rare,Item:7025:1,600,29,
11003,123600,1,,,은제 침편,Rare,Item:7009:1,600,27,
11004,123600,1,,,질풍 파편,Epic,Item:7232:1,200,55,
11005,123601,0,,타운 미니 보스 (사도 블랙) - 퀘템 그룹,광신도의 경전,None,Item:301009:1,1000,1,
11006,123602,0,,타운 미니 보스 (사도 블랙) - 특수 재화 그룹,농축된 이상현상 핵,Rare,Item:10002:1,1000,1,
11007,123603,0,,타운 미니 보스 (사도 블랙) - 서브 퀘템,희미한 이상현상 잔해,Rare,Item:10003:1,1000,1,
11008,123700,0,,사도 엘리트 블루,이계의 주화,Rare,Item:10001:1,1000,1,65
11009,123700,0,,,아카나 프리즘,Rare,Item:7321:1,1000,47,
11010,123700,0,,,산들바람 깃털,Rare,Item:7231:1,1000,43,
11011,123700,1,,,질풍 파편,Epic,Item:7232:1,167,46,
11012,123700,1,,,뇌전 수정,Epic,Item:7233:1,167,47,
11013,123700,1,,,스톰 오브 세이지,Epic,Equipment:1115:1,167,207,
11014,123700,1,,,루멘 패드,Elite,Equipment:1105:1,358,115,
11015,123700,1,,,제피르 워치,Epic,Equipment:26062:1,167,202,
11016,123700,1,,,벽풍 노리개,Elite,Equipment:25032:1,357,98,
11017,123700,1,,,질주의 귀걸이,Elite,Equipment:22013:1,357,109,
11018,123700,1,,,예지의 반지,Elite,Equipment:20023:1,357,100,
11019,123700,1,,,습윤검,Elite,Equipment:1011:1,357,104,
11020,123700,1,,,순은 목걸이,Epic,Item:8046:1,166,126,
11021,123700,1,,,마력석,Epic,Item:7102:1,166,45,
