Id,Memo,MaxStackCount,Duration,EffectTag,BuffEffects,ShowBuffIcon,ShowActiveText,Triggers,InactiveInLounge,IsDespairEffect
20031,방어력lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""13.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20032,방어력lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""26.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20033,방어력lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""39.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20034,방어력lv4,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""52.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20035,방어력lv5,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""90.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20041,HP리젠lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpRegen"",""statValue"":""1.200"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20042,HP리젠lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpRegen"",""statValue"":""2.400"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20051,방어관통lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Penetration"",""statValue"":""8.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20052,방어관통lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Penetration"",""statValue"":""16.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20053,방어관통lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Penetration"",""statValue"":""24.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20061,크리확률lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20062,크리확률lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""6.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20063,크리확률lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""9.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20064,크리확률lv4,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20065,크리확률lv5,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20071,크리데미지lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20072,크리데미지lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20073,크리데미지lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20074,크리데미지lv4,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""40.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20075,크리데미지lv5,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20081,쿨감lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""4.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20082,쿨감lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""8.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20083,쿨감lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
20091,스트레스 낮음 공격력lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""13.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""Less"",""CompareValue"":""50.000""}]",False,False
20092,스트레스 낮음 공격력lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""26.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""Less"",""CompareValue"":""50.000""}]",False,False
20093,스트레스 낮음 공격력lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""39.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""Less"",""CompareValue"":""50.000""}]",False,False
20101,스트레스 높음 공격력lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""17.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""50.000""}]",False,False
20102,스트레스 높음 공격력lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""34.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""50.000""}]",False,False
20103,스트레스 높음 공격력lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Atk"",""statValue"":""51.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""50.000""}]",False,False
20111,아이템 효과 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.ItemEffectAmplifierEffect, De.Base"",""Percent"":""12.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemEffectAmplifier""}]",False,False,"[]",False,False
20112,아이템 효과 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.ItemEffectAmplifierEffect, De.Base"",""Percent"":""24.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemEffectAmplifier""}]",False,False,"[]",False,False
20113,아이템 효과 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.ItemEffectAmplifierEffect, De.Base"",""Percent"":""36.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemEffectAmplifier""}]",False,False,"[]",False,False
20121,야수 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20122,야수 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20123,야수 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20131,불경 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20132,불경 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20133,불경 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20141,괴이 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20142,괴이 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20143,괴이 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20151,인간 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20152,인간 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20153,인간 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20161,식물 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20162,식물 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20163,식물 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20171,기계 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20172,기계 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20173,기계 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20181,환상 데미지 증가 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Phantasm"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20182,환상 데미지 증가 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Phantasm"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20183,환상 데미지 증가 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Phantasm"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""30.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
20191,화속성 내성 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20192,화속성 내성 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20193,화속성 내성 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""45.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20201,수속성 내성 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20202,수속성 내성 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20203,수속성 내성 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""45.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20211,풍속성 내성 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20212,풍속성 내성 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20213,풍속성 내성 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""45.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
20221,화상 데미지 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Burn"",""TargetEffectTypes"":[],""Percent"":""10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20222,화상 데미지 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Burn"",""TargetEffectTypes"":[],""Percent"":""20.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20223,화상 데미지 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Burn"",""TargetEffectTypes"":[],""Percent"":""30.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20231,출혈 데미지 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""None"",""TargetEffectTypes"":[],""Percent"":""10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20232,출혈 데미지 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Bleed"",""TargetEffectTypes"":[],""Percent"":""20.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20233,출혈 데미지 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Bleed"",""TargetEffectTypes"":[],""Percent"":""30.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20241,독 데미지 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Poison"",""TargetEffectTypes"":[],""Percent"":""10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20242,독 데미지 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Poison"",""TargetEffectTypes"":[],""Percent"":""20.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20243,독 데미지 lv3,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Poison"",""TargetEffectTypes"":[],""Percent"":""30.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,"[]",False,False
20251,스트레스 저항 lv1,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""-7.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,"[]",False,False
20252,스트레스 저항 lv2,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""-14.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,"[]",False,False
